Yr,M,D,HH,MM,Boro,Vol
2023,3,28,18,15,Bronx,1116
2023,3,28,18,30,Bronx,1041
2023,3,28,18,45,Bronx,982
2023,3,28,19,0,Bronx,883
2023,3,28,19,15,Bronx,886
2023,3,28,19,30,Bronx,707
2023,3,28,19,45,Bronx,709
2023,3,28,20,0,Bronx,660
2023,3,28,20,15,Bronx,667
2023,3,28,20,30,Bronx,606
2023,3,28,20,45,Bronx,539
2023,3,28,21,0,Bronx,593
2023,3,28,21,15,Bronx,591
2023,3,28,21,30,Bronx,494
2023,3,28,21,45,Bronx,482
2023,3,28,22,0,Bronx,485
2023,3,28,22,15,Bronx,451
2023,3,28,22,30,Bronx,448
2023,3,28,22,45,Bronx,411
2023,3,28,23,0,Bronx,390
2023,3,28,23,15,Bronx,336
2023,3,28,23,30,Bronx,363
2023,3,28,23,45,Bronx,341
2023,3,29,0,0,Bronx,283
2023,3,29,0,15,Bronx,299
2023,3,29,0,30,Bronx,243
2023,3,29,0,45,Bronx,192
2023,3,29,1,0,Bronx,177
2023,3,29,1,15,Bronx,178
2023,3,29,1,30,Bronx,144
2023,3,29,1,45,Bronx,119
2023,3,29,2,0,Bronx,112
2023,3,29,2,15,Bronx,97
2023,3,29,2,30,Bronx,96
2023,3,29,2,45,Bronx,104
2023,3,29,3,0,Bronx,95
2023,3,29,3,15,Bronx,93
2023,3,29,3,30,Bronx,84
2023,3,29,3,45,Bronx,96
2023,1,6,0,0,Brooklyn,81
2023,1,6,0,15,Brooklyn,67
2023,1,6,0,30,Brooklyn,48
2023,1,6,0,45,Brooklyn,41
2023,1,6,1,0,Brooklyn,42
2023,1,6,1,15,Brooklyn,60
2023,1,6,1,30,Brooklyn,30
2023,1,6,1,45,Brooklyn,40
2023,1,6,2,0,Brooklyn,23
2023,1,6,2,15,Brooklyn,35
2023,1,6,2,30,Brooklyn,25
2023,1,6,2,45,Brooklyn,31
2023,1,6,3,0,Brooklyn,13
2023,1,6,3,15,Brooklyn,33
2023,1,6,3,30,Brooklyn,35
2023,1,6,3,45,Brooklyn,23
2023,1,6,4,0,Brooklyn,31
2023,1,6,4,15,Brooklyn,30
2023,1,6,4,30,Brooklyn,37
2023,1,6,4,45,Brooklyn,58
2023,1,6,5,0,Brooklyn,70
2023,1,6,5,15,Brooklyn,86
2023,1,6,5,30,Brooklyn,129
2023,1,6,5,45,Brooklyn,123
2023,1,6,6,0,Brooklyn,161
2023,1,6,6,15,Brooklyn,203
2023,1,6,6,30,Brooklyn,243
2023,1,6,6,45,Brooklyn,223
2023,1,6,7,0,Brooklyn,240
2023,1,6,7,15,Brooklyn,236
2023,1,6,7,30,Brooklyn,314
2023,1,6,7,45,Brooklyn,251
2023,1,6,8,0,Brooklyn,247
2023,1,6,8,15,Brooklyn,254
2023,1,6,8,30,Brooklyn,294
2023,1,6,8,45,Brooklyn,231
2023,1,6,9,0,Brooklyn,254
2023,1,6,9,15,Brooklyn,237
2023,1,6,9,30,Brooklyn,238
2023,1,6,9,45,Brooklyn,216
2023,1,6,10,0,Brooklyn,271
2023,1,6,10,15,Brooklyn,228
2023,1,6,10,30,Brooklyn,213
2023,1,6,10,45,Brooklyn,244
2023,1,6,11,0,Brooklyn,219
2023,1,6,11,15,Brooklyn,221
2023,1,6,11,30,Brooklyn,223
2023,1,6,11,45,Brooklyn,209
2023,1,6,12,0,Brooklyn,186
2023,1,6,12,15,Brooklyn,230
2023,1,6,12,30,Brooklyn,243
2023,1,6,12,45,Brooklyn,219
2023,1,6,13,0,Brooklyn,225
2023,1,6,13,15,Brooklyn,220
2023,1,6,13,30,Brooklyn,169
2023,1,6,13,45,Brooklyn,178
2023,1,6,14,0,Brooklyn,199
2023,1,6,14,15,Brooklyn,207
2023,1,6,14,30,Brooklyn,188
2023,1,6,14,45,Brooklyn,181
2023,1,6,15,0,Brooklyn,218
2023,1,6,15,15,Brooklyn,210
2023,1,6,15,30,Brooklyn,238
2023,1,6,15,45,Brooklyn,223
2023,1,6,16,0,Brooklyn,219
2023,1,6,16,15,Brooklyn,216
2022,12,13,0,15,Brooklyn,38
2022,12,13,0,30,Brooklyn,28
2022,12,13,0,45,Brooklyn,27
2022,12,13,1,0,Brooklyn,21
2022,12,13,1,15,Brooklyn,23
2022,12,13,1,30,Brooklyn,20
2022,12,13,1,45,Brooklyn,14
2022,12,13,2,0,Brooklyn,17
2022,12,13,2,15,Brooklyn,11
2022,12,13,2,30,Brooklyn,12
2022,12,13,2,45,Brooklyn,12
2022,12,13,3,0,Brooklyn,15
2022,12,13,3,15,Brooklyn,13
2022,12,13,3,30,Brooklyn,13
2022,12,13,3,45,Brooklyn,15
2022,12,13,4,0,Brooklyn,21
2022,12,13,4,15,Brooklyn,17
2022,12,13,4,30,Brooklyn,19
2022,12,13,4,45,Brooklyn,32
2022,12,13,5,0,Brooklyn,24
2022,12,13,5,15,Brooklyn,31
2022,12,13,5,30,Brooklyn,47
2022,12,13,5,45,Brooklyn,46
2022,12,13,6,0,Brooklyn,37
2022,12,13,6,15,Brooklyn,37
2022,12,13,6,30,Brooklyn,66
2022,12,13,6,45,Brooklyn,69
2022,12,13,7,0,Brooklyn,70
2022,12,13,7,15,Brooklyn,68
2022,12,13,7,30,Brooklyn,71
2022,12,13,7,45,Brooklyn,78
2022,12,13,8,0,Brooklyn,84
2022,12,13,8,15,Brooklyn,86
2022,12,13,8,30,Brooklyn,96
2022,12,13,8,45,Brooklyn,80
2022,12,13,9,0,Brooklyn,71
2022,12,13,9,15,Brooklyn,77
2022,12,13,9,30,Brooklyn,69
2022,12,13,9,45,Brooklyn,75
2022,12,13,10,0,Brooklyn,76
2022,12,13,10,15,Brooklyn,91
2022,12,13,10,30,Brooklyn,87
2022,12,13,10,45,Brooklyn,101
2022,12,13,11,0,Brooklyn,96
2022,12,13,11,15,Brooklyn,94
2022,12,13,11,30,Brooklyn,107
2022,12,13,11,45,Brooklyn,91
2022,12,13,12,0,Brooklyn,96
2022,12,13,12,15,Brooklyn,100
2022,12,13,12,30,Brooklyn,109
2022,12,13,12,45,Brooklyn,104
2022,12,13,13,0,Brooklyn,98
2022,12,13,13,15,Brooklyn,109
2022,12,13,13,30,Brooklyn,134
2022,12,13,13,45,Brooklyn,139
2023,3,30,3,30,Queens,30
2023,3,30,3,45,Queens,42
2023,3,30,4,0,Queens,36
2023,3,30,4,15,Queens,55
2023,3,30,4,30,Queens,79
2023,3,30,4,45,Queens,84
2023,3,30,5,0,Queens,127
2023,3,30,5,15,Queens,126
2023,3,30,5,30,Queens,147
2023,3,30,5,45,Queens,188
2023,3,30,6,0,Queens,161
2023,3,30,6,15,Queens,172
2023,3,30,6,30,Queens,194
2023,3,30,6,45,Queens,214
2023,3,30,7,0,Queens,180
2023,3,30,7,15,Queens,235
2023,3,30,7,30,Queens,204
2023,3,30,7,45,Queens,170
2023,3,30,8,0,Queens,184
2023,3,30,8,15,Queens,212
2023,3,30,8,30,Queens,238
2023,3,30,8,45,Queens,223
2023,3,30,9,0,Queens,196
2023,3,30,9,15,Queens,179
2023,3,30,9,30,Queens,186
2023,3,30,9,45,Queens,184
2023,3,30,10,0,Queens,206
2023,3,30,10,15,Queens,207
2023,3,30,10,30,Queens,191
2023,3,30,10,45,Queens,221
2023,3,30,11,0,Queens,191
2023,3,30,11,15,Queens,146
2023,3,30,11,30,Queens,187
2023,3,30,11,45,Queens,192
2023,3,30,12,0,Queens,212
2023,3,30,12,15,Queens,214
2023,3,30,12,30,Queens,206
2023,3,30,12,45,Queens,197
2023,3,30,13,0,Queens,220
2023,3,30,13,15,Queens,203
2023,3,30,13,30,Queens,202
2023,3,30,13,45,Queens,204
2023,3,30,14,0,Queens,211
2023,3,30,14,15,Queens,238
2023,3,30,14,30,Queens,224
2023,3,30,14,45,Queens,221
2023,3,30,15,0,Queens,222
2023,3,30,15,15,Queens,221
2023,3,30,15,30,Queens,195
2023,3,30,15,45,Queens,234
2023,3,30,16,0,Queens,239
2023,3,30,16,15,Queens,251
2023,3,30,16,30,Queens,206
2023,3,30,16,45,Queens,193
2023,3,30,17,0,Queens,209
2023,3,30,17,15,Queens,235
2023,3,30,17,30,Queens,238
2023,3,30,17,45,Queens,220
2023,3,30,18,0,Queens,232
2023,3,30,18,15,Queens,186
2023,3,30,18,30,Queens,229
2023,3,30,18,45,Queens,188
2023,3,30,19,0,Queens,117
2023,3,30,19,15,Queens,135
2023,3,30,19,30,Queens,203
2023,3,30,19,45,Queens,198
2023,3,30,20,0,Queens,180
2023,3,30,20,15,Queens,177
2023,3,30,20,30,Queens,193
2023,3,30,20,45,Queens,165
2023,3,30,21,0,Queens,173
2023,3,30,21,15,Queens,153
2023,3,30,21,30,Queens,106
2023,3,30,21,45,Queens,104
2023,3,30,22,0,Queens,69
2023,3,30,22,15,Queens,97
2023,3,30,22,30,Queens,120
2023,3,30,22,45,Queens,129
2023,3,30,23,0,Queens,98
2023,3,30,23,15,Queens,116
2023,3,30,23,30,Queens,82
2023,3,30,23,45,Queens,71
2023,4,4,0,0,Queens,50
2023,4,4,0,15,Queens,47
2023,4,4,0,30,Queens,55
2023,4,4,0,45,Queens,36
2023,4,4,1,0,Queens,43
2023,4,4,1,15,Queens,36
2023,4,4,1,30,Queens,21
2023,4,4,1,45,Queens,19
2023,4,4,2,0,Queens,32
2023,4,4,2,15,Queens,33
2023,4,4,2,30,Queens,22
2023,4,4,2,45,Queens,31
2023,3,14,4,0,Bronx,16
2023,3,14,4,15,Bronx,22
2023,3,14,4,30,Bronx,19
2023,3,14,4,45,Bronx,21
2023,3,14,5,0,Bronx,22
2023,3,14,5,15,Bronx,30
2023,3,14,5,30,Bronx,37
2023,3,14,5,45,Bronx,38
2023,3,14,6,0,Bronx,33
2023,3,14,6,15,Bronx,51
2023,3,14,6,30,Bronx,51
2023,3,14,6,45,Bronx,48
2023,3,14,7,0,Bronx,43
2023,3,14,7,15,Bronx,74
2023,3,14,7,30,Bronx,41
2023,3,14,7,45,Bronx,64
2023,3,14,8,0,Bronx,56
2023,3,14,8,15,Bronx,67
2023,3,14,8,30,Bronx,64
2023,3,14,8,45,Bronx,65
2023,3,14,9,0,Bronx,54
2023,3,14,9,15,Bronx,63
2023,3,14,9,30,Bronx,51
2023,3,14,9,45,Bronx,69
2023,3,14,10,0,Bronx,63
2023,3,14,10,15,Bronx,61
2023,3,14,10,30,Bronx,65
2023,3,14,10,45,Bronx,81
2023,3,14,11,0,Bronx,79
2023,3,14,11,15,Bronx,76
2023,3,14,11,30,Bronx,67
2023,3,14,11,45,Bronx,83
2023,3,14,12,0,Bronx,62
2023,3,14,12,15,Bronx,78
2023,3,14,12,30,Bronx,61
2023,3,14,12,45,Bronx,82
2023,3,14,13,0,Bronx,76
2023,3,14,13,15,Bronx,55
2023,3,14,13,30,Bronx,63
2023,3,14,13,45,Bronx,67
2023,3,14,14,0,Bronx,63
2023,3,14,14,15,Bronx,71
2023,3,14,14,30,Bronx,58
2023,3,14,14,45,Bronx,50
2023,3,14,15,0,Bronx,45
2023,3,14,15,15,Bronx,61
2023,3,14,15,30,Bronx,59
2023,3,14,15,45,Bronx,72
2023,3,14,16,0,Bronx,68
2023,3,14,16,15,Bronx,71
2023,3,14,16,30,Bronx,57
2023,3,14,16,45,Bronx,83
2023,3,14,17,0,Bronx,62
2023,3,14,17,15,Bronx,89
2023,3,14,17,30,Bronx,55
2023,3,23,6,15,Bronx,118
2023,3,23,6,30,Bronx,134
2023,3,23,6,45,Bronx,160
2023,3,23,7,0,Bronx,203
2023,3,23,7,15,Bronx,209
2023,3,23,7,30,Bronx,166
2023,3,23,7,45,Bronx,187
2023,3,23,8,0,Bronx,174
2023,3,23,8,15,Bronx,167
2023,3,23,8,30,Bronx,160
2023,3,23,8,45,Bronx,177
2023,3,23,9,0,Bronx,145
2023,3,23,9,15,Bronx,152
2023,3,23,9,30,Bronx,107
2023,3,23,9,45,Bronx,108
2023,3,23,10,0,Bronx,92
2023,3,23,10,15,Bronx,145
2023,3,23,10,30,Bronx,121
2023,3,23,10,45,Bronx,109
2023,3,23,11,0,Bronx,133
2023,3,23,11,15,Bronx,111
2023,3,23,11,30,Bronx,124
2023,3,23,11,45,Bronx,111
2023,3,23,12,0,Bronx,128
2023,3,23,12,15,Bronx,122
2023,3,23,12,30,Bronx,125
2023,3,23,12,45,Bronx,145
2023,3,23,13,0,Bronx,113
2023,3,23,13,15,Bronx,110
2023,3,23,13,30,Bronx,144
2023,3,23,13,45,Bronx,148
2023,3,23,14,0,Bronx,140
2023,3,23,14,15,Bronx,79
2023,3,23,14,30,Bronx,107
2023,3,23,14,45,Bronx,97
2023,3,23,15,0,Bronx,103
2023,3,23,15,15,Bronx,117
2023,3,23,15,30,Bronx,92
2023,3,23,15,45,Bronx,117
2023,3,10,12,15,Bronx,69
2023,3,10,12,30,Bronx,88
2023,3,10,12,45,Bronx,64
2023,3,10,13,0,Bronx,86
2023,3,10,13,15,Bronx,64
2023,3,10,13,30,Bronx,83
2023,3,10,13,45,Bronx,56
2023,3,10,14,0,Bronx,92
2023,3,10,14,15,Bronx,82
2023,3,10,14,30,Bronx,73
2023,3,10,14,45,Bronx,88
2023,3,10,15,0,Bronx,94
2023,3,10,15,15,Bronx,81
2023,3,10,15,30,Bronx,77
2023,3,10,15,45,Bronx,98
2023,3,10,16,0,Bronx,86
2023,3,10,16,15,Bronx,100
2023,3,10,16,30,Bronx,91
2023,3,10,16,45,Bronx,81
2023,3,10,17,0,Bronx,79
2023,3,10,17,15,Bronx,76
2023,3,10,17,30,Bronx,82
2023,3,10,17,45,Bronx,76
2023,3,10,18,0,Bronx,74
2023,3,10,18,15,Bronx,79
2023,3,10,18,30,Bronx,79
2023,3,10,18,45,Bronx,87
2023,3,10,19,0,Bronx,84
2023,3,10,19,15,Bronx,57
2023,3,10,19,30,Bronx,76
2023,3,10,19,45,Bronx,70
2023,3,10,20,0,Bronx,79
2023,3,10,20,15,Bronx,82
2023,3,10,20,30,Bronx,67
2023,3,10,20,45,Bronx,56
2023,3,10,21,0,Bronx,72
2023,3,10,21,15,Bronx,70
2023,3,10,21,30,Bronx,72
2023,3,10,21,45,Bronx,56
2023,3,10,22,0,Bronx,60
2023,3,10,22,15,Bronx,46
2023,3,10,22,30,Bronx,61
2023,3,10,22,45,Bronx,46
2023,3,10,23,0,Bronx,42
2023,3,10,23,15,Bronx,42
2023,3,10,23,30,Bronx,52
2023,3,10,23,45,Bronx,49
2023,3,11,0,0,Bronx,44
2023,3,11,0,15,Bronx,35
2023,3,11,0,30,Bronx,41
2023,3,11,0,45,Bronx,19
2023,3,11,1,0,Bronx,33
2023,3,11,1,15,Bronx,35
2023,3,11,1,30,Bronx,27
2023,3,11,1,45,Bronx,21
2023,3,11,2,0,Bronx,26
2023,3,11,2,15,Bronx,13
2023,3,11,2,30,Bronx,23
2023,3,11,2,45,Bronx,24
2023,3,11,3,0,Bronx,26
2023,3,11,3,15,Bronx,26
2023,3,11,3,30,Bronx,18
2023,3,11,3,45,Bronx,24
2023,3,11,4,0,Bronx,33
2023,3,11,4,15,Bronx,21
2023,3,11,4,30,Bronx,26
2023,3,11,4,45,Bronx,17
2023,3,11,5,0,Bronx,19
2023,3,11,5,15,Bronx,14
2023,3,11,5,30,Bronx,20
2023,3,11,5,45,Bronx,14
2023,3,11,6,0,Bronx,31
2023,3,11,6,15,Bronx,23
2023,3,11,6,30,Bronx,24
2023,3,11,6,45,Bronx,20
2023,3,11,7,0,Bronx,34
2023,3,11,7,15,Bronx,26
2023,3,11,7,30,Bronx,43
2023,3,11,7,45,Bronx,31
2023,3,11,8,0,Bronx,40
2023,3,11,8,15,Bronx,38
2023,3,11,8,30,Bronx,36
2023,3,11,8,45,Bronx,40
2023,3,11,9,0,Bronx,64
2023,3,11,9,15,Bronx,37
2023,3,11,9,30,Bronx,36
2023,3,11,9,45,Bronx,46
2023,3,11,10,0,Bronx,65
2023,3,11,10,15,Bronx,51
2023,3,11,10,30,Bronx,64
2023,3,11,10,45,Bronx,73
2023,3,11,11,0,Bronx,72
2023,3,11,11,15,Bronx,67
2023,3,11,11,30,Bronx,75
2023,4,25,6,45,Queens,1109
2023,4,25,7,0,Queens,1250
2023,4,25,7,15,Queens,1518
2023,4,25,7,30,Queens,1477
2023,4,25,7,45,Queens,1385
2023,4,25,8,0,Queens,1200
2023,4,25,8,15,Queens,1261
2023,4,25,8,30,Queens,1276
2023,4,25,8,45,Queens,1318
2023,4,25,9,0,Queens,1023
2023,4,25,9,15,Queens,959
2023,4,25,9,30,Queens,1207
2023,4,25,9,45,Queens,1299
2023,4,25,10,0,Queens,1055
2023,4,25,10,15,Queens,1263
2023,4,25,10,30,Queens,874
2023,4,25,10,45,Queens,984
2023,4,25,11,0,Queens,1036
2023,4,25,11,15,Queens,994
2023,4,25,11,30,Queens,849
2023,4,25,11,45,Queens,1068
2023,4,25,12,0,Queens,1237
2023,4,25,12,15,Queens,1282
2023,4,25,12,30,Queens,980
2023,4,25,12,45,Queens,1155
2023,4,25,13,0,Queens,1449
2023,4,25,13,15,Queens,1465
2023,4,25,13,30,Queens,1469
2023,4,25,13,45,Queens,1426
2023,4,25,14,0,Queens,1365
2023,4,25,14,15,Queens,1161
2023,4,25,14,30,Queens,1182
2023,4,25,14,45,Queens,1040
2023,4,25,15,0,Queens,989
2023,4,25,15,15,Queens,993
2023,4,25,15,30,Queens,1105
2023,4,25,15,45,Queens,1067
2023,4,25,16,0,Queens,1141
2023,4,25,16,15,Queens,1061
2023,4,25,16,30,Queens,1099
2023,4,25,16,45,Queens,1107
2023,4,25,17,0,Queens,1231
2023,4,25,17,15,Queens,1252
2023,4,25,17,30,Queens,1314
2023,4,25,17,45,Queens,1394
2023,4,25,18,0,Queens,1295
2023,4,25,18,15,Queens,1307
2023,4,25,18,30,Queens,1387
2023,4,25,18,45,Queens,1393
2023,4,25,19,0,Queens,1299
2023,4,25,19,15,Queens,1427
2023,4,25,19,30,Queens,1303
2023,4,25,19,45,Queens,1254
2023,4,25,20,0,Queens,1117
2023,4,25,20,15,Queens,1067
2023,4,25,20,30,Queens,1055
2023,4,25,20,45,Queens,923
2023,4,25,21,0,Queens,922
2023,4,25,21,15,Queens,894
2023,4,25,21,30,Queens,856
2023,4,25,21,45,Queens,818
2023,4,25,22,0,Queens,892
2023,4,25,22,15,Queens,891
2023,4,25,22,30,Queens,695
2023,4,25,22,45,Queens,700
2023,4,25,23,0,Queens,699
2023,4,25,23,15,Queens,701
2023,4,25,23,30,Queens,594
2023,4,25,23,45,Queens,551
2023,4,26,0,0,Queens,494
2023,4,26,0,15,Queens,535
2023,4,26,0,30,Queens,591
2023,4,26,0,45,Queens,505
2023,4,26,1,0,Queens,385
2023,4,26,1,15,Queens,296
2023,4,26,1,30,Queens,252
2023,4,26,1,45,Queens,182
2023,4,26,2,0,Queens,180
2023,4,26,2,15,Queens,184
2023,4,26,2,30,Queens,132
2023,4,26,2,45,Queens,142
2023,4,26,3,0,Queens,123
2023,4,26,3,15,Queens,105
2023,4,26,3,30,Queens,102
2023,4,26,3,45,Queens,90
2023,4,26,4,0,Queens,93
2023,4,26,4,15,Queens,187
2023,4,26,4,30,Queens,172
2023,4,26,4,45,Queens,191
2023,4,26,5,0,Queens,208
2023,4,26,5,15,Queens,299
2023,4,26,5,30,Queens,272
2023,4,26,5,45,Queens,552
2023,4,26,6,0,Queens,633
2023,3,29,13,45,Bronx,1139
2023,3,29,14,0,Bronx,1149
2023,3,29,14,15,Bronx,1190
2023,3,29,14,30,Bronx,1171
2023,3,29,14,45,Bronx,1115
2023,3,29,15,0,Bronx,1182
2023,3,29,15,15,Bronx,1191
2023,3,29,15,30,Bronx,1190
2023,3,29,15,45,Bronx,1202
2023,3,29,16,0,Bronx,1175
2023,3,29,16,15,Bronx,1137
2023,3,29,16,30,Bronx,1194
2023,3,29,16,45,Bronx,1203
2023,3,29,17,0,Bronx,1056
2023,3,29,17,15,Bronx,899
2023,3,29,17,30,Bronx,866
2023,3,29,17,45,Bronx,1013
2023,3,29,18,0,Bronx,1217
2023,3,29,18,15,Bronx,1235
2023,3,29,18,30,Bronx,1264
2023,3,29,18,45,Bronx,1224
2023,3,29,19,0,Bronx,1213
2023,3,29,19,15,Bronx,1202
2023,3,29,19,30,Bronx,1202
2023,3,29,19,45,Bronx,1139
2023,3,29,20,0,Bronx,1058
2023,3,29,20,15,Bronx,1107
2023,3,29,20,30,Bronx,994
2023,3,29,20,45,Bronx,1059
2023,3,29,21,0,Bronx,1020
2023,3,29,21,15,Bronx,881
2023,3,29,21,30,Bronx,845
2023,3,29,21,45,Bronx,839
2023,3,29,22,0,Bronx,860
2023,3,29,22,15,Bronx,697
2023,3,29,22,30,Bronx,771
2023,3,29,22,45,Bronx,805
2023,3,29,23,0,Bronx,793
2023,3,29,23,15,Bronx,755
2023,4,27,13,30,Queens,1233
2023,4,27,13,45,Queens,1105
2023,4,27,14,0,Queens,1207
2023,4,27,14,15,Queens,1228
2023,4,27,14,30,Queens,1082
2023,4,27,14,45,Queens,1121
2023,4,27,15,0,Queens,1142
2023,4,27,15,15,Queens,1158
2023,4,27,15,30,Queens,1170
2023,4,27,15,45,Queens,1155
2023,4,27,16,0,Queens,1151
2023,4,27,16,15,Queens,1106
2023,4,27,16,30,Queens,1190
2023,4,27,16,45,Queens,1214
2023,4,27,17,0,Queens,1011
2023,4,27,17,15,Queens,990
2023,4,27,17,30,Queens,975
2023,4,27,17,45,Queens,937
2023,4,27,18,0,Queens,1029
2023,4,27,18,15,Queens,1074
2023,4,27,18,30,Queens,965
2023,4,27,18,45,Queens,939
2023,4,27,19,0,Queens,1037
2023,4,27,19,15,Queens,947
2023,4,27,19,30,Queens,765
2023,4,27,19,45,Queens,703
2023,4,27,20,0,Queens,679
2023,4,27,20,15,Queens,678
2023,4,27,20,30,Queens,702
2023,4,27,20,45,Queens,606
2023,4,27,21,0,Queens,594
2023,4,27,21,15,Queens,606
2023,4,27,21,30,Queens,551
2023,4,27,21,45,Queens,517
2023,4,27,22,0,Queens,460
2023,4,27,22,15,Queens,513
2023,4,27,22,30,Queens,507
2023,4,27,22,45,Queens,418
2023,4,27,23,0,Queens,360
2023,4,27,23,15,Queens,351
2023,4,27,23,30,Queens,282
2023,4,27,23,45,Queens,287
2023,4,25,0,0,Queens,324
2023,4,25,0,15,Queens,321
2023,4,25,0,30,Queens,284
2023,4,25,0,45,Queens,258
2023,4,25,1,0,Queens,250
2023,4,25,1,15,Queens,244
2023,4,25,1,30,Queens,268
2023,4,25,1,45,Queens,234
2023,4,25,2,0,Queens,206
2023,4,25,2,15,Queens,179
2023,4,25,2,30,Queens,174
2023,4,25,2,45,Queens,170
2023,4,25,3,0,Queens,181
2023,4,25,3,15,Queens,187
2023,4,25,3,30,Queens,196
2023,4,25,3,45,Queens,198
2023,4,25,4,0,Queens,224
2023,4,25,4,15,Queens,289
2023,4,25,4,30,Queens,364
2023,4,25,4,45,Queens,515
2023,4,25,5,0,Queens,549
2023,4,25,5,15,Queens,671
2023,4,25,5,30,Queens,729
2023,4,25,5,45,Queens,824
2023,4,25,6,0,Queens,858
2023,4,25,6,15,Queens,989
2023,4,25,6,30,Queens,1037
2023,4,25,6,45,Queens,1042
2023,4,25,7,0,Queens,1009
2023,4,25,7,15,Queens,1058
2023,4,25,7,30,Queens,1124
2023,4,25,7,45,Queens,1158
2023,4,25,8,0,Queens,1106
2023,4,25,8,15,Queens,1064
2023,4,25,8,30,Queens,1026
2023,4,25,8,45,Queens,1054
2023,4,25,9,0,Queens,994
2023,4,25,9,15,Queens,880
2023,4,25,9,30,Queens,978
2023,4,25,9,45,Queens,944
2023,4,25,10,0,Queens,799
2023,4,25,10,15,Queens,786
2023,4,25,10,30,Queens,894
2023,4,25,10,45,Queens,927
2023,4,25,11,0,Queens,858
2023,4,25,11,15,Queens,876
2023,4,25,11,30,Queens,959
2023,4,25,11,45,Queens,850
2023,4,25,12,0,Queens,833
2023,4,25,12,15,Queens,843
2023,4,25,12,30,Queens,759
2023,4,25,12,45,Queens,782
2022,12,5,3,0,Brooklyn,31
2022,12,5,3,15,Brooklyn,37
2022,12,5,3,30,Brooklyn,38
2022,12,5,3,45,Brooklyn,39
2022,12,5,4,0,Brooklyn,50
2022,12,5,4,15,Brooklyn,57
2022,12,5,4,30,Brooklyn,66
2022,12,5,4,45,Brooklyn,84
2022,12,5,5,0,Brooklyn,105
2022,12,5,5,15,Brooklyn,168
2022,12,5,5,30,Brooklyn,199
2022,12,5,5,45,Brooklyn,216
2022,12,5,6,0,Brooklyn,278
2022,12,5,6,15,Brooklyn,338
2022,12,5,6,30,Brooklyn,308
2022,12,5,6,45,Brooklyn,425
2022,12,5,7,0,Brooklyn,444
2022,12,5,7,15,Brooklyn,483
2022,12,5,7,30,Brooklyn,502
2022,12,5,7,45,Brooklyn,543
2022,12,5,8,0,Brooklyn,480
2022,12,5,8,15,Brooklyn,501
2022,12,5,8,30,Brooklyn,506
2022,12,5,8,45,Brooklyn,524
2022,12,5,9,0,Brooklyn,417
2022,12,5,9,15,Brooklyn,423
2022,12,5,9,30,Brooklyn,412
2022,12,5,9,45,Brooklyn,453
2022,12,5,10,0,Brooklyn,402
2022,12,5,10,15,Brooklyn,411
2022,12,5,10,30,Brooklyn,390
2022,12,5,10,45,Brooklyn,354
2022,12,5,11,0,Brooklyn,380
2022,12,5,11,15,Brooklyn,368
2022,12,5,11,30,Brooklyn,400
2022,12,5,11,45,Brooklyn,391
2022,12,5,12,0,Brooklyn,360
2022,12,5,12,15,Brooklyn,368
2022,12,5,12,30,Brooklyn,324
2022,12,13,23,45,Brooklyn,47
2023,3,12,7,45,Bronx,31
2023,3,12,8,0,Bronx,28
2023,3,12,8,15,Bronx,40
2023,3,12,8,30,Bronx,38
2023,3,12,8,45,Bronx,35
2023,3,12,9,0,Bronx,46
2023,3,12,9,15,Bronx,40
2023,3,12,9,30,Bronx,57
2023,3,12,9,45,Bronx,55
2023,3,12,10,0,Bronx,50
2023,3,12,10,15,Bronx,52
2023,3,12,10,30,Bronx,70
2023,3,12,10,45,Bronx,56
2023,3,12,11,0,Bronx,71
2023,3,12,11,15,Bronx,75
2023,3,12,11,30,Bronx,67
2023,3,12,11,45,Bronx,89
2023,3,12,12,0,Bronx,69
2023,3,12,12,15,Bronx,84
2023,3,12,12,30,Bronx,69
2023,3,12,12,45,Bronx,101
2023,3,12,13,0,Bronx,72
2023,3,12,13,15,Bronx,89
2023,3,12,13,30,Bronx,87
2023,3,12,13,45,Bronx,85
2023,3,12,14,0,Bronx,71
2023,3,12,14,15,Bronx,82
2023,3,12,14,30,Bronx,73
2023,3,12,14,45,Bronx,79
2023,3,12,15,0,Bronx,80
2023,3,12,15,15,Bronx,83
2023,3,12,15,30,Bronx,59
2023,3,12,15,45,Bronx,90
2023,3,12,16,0,Bronx,79
2023,3,12,16,15,Bronx,93
2023,3,12,16,30,Bronx,76
2023,3,12,16,45,Bronx,80
2023,3,12,17,0,Bronx,82
2023,3,12,17,15,Bronx,76
2023,3,12,17,30,Bronx,64
2023,3,12,17,45,Bronx,82
2023,3,12,18,0,Bronx,81
2023,3,12,18,15,Bronx,72
2023,3,12,18,30,Bronx,67
2023,3,12,18,45,Bronx,77
2023,3,12,19,0,Bronx,68
2023,3,12,19,15,Bronx,70
2023,3,12,19,30,Bronx,66
2023,3,12,19,45,Bronx,83
2023,3,12,20,0,Bronx,49
2023,3,12,20,15,Bronx,59
2023,3,12,20,30,Bronx,58
2023,3,12,20,45,Bronx,56
2023,3,12,21,0,Bronx,47
2023,3,12,21,15,Bronx,59
2023,3,12,21,30,Bronx,48
2023,3,12,21,45,Bronx,54
2023,3,12,22,0,Bronx,49
2023,3,12,22,15,Bronx,47
